sponsor,trial_id,label,pred_prob,feat_phase_enc,feat_enroll_z,feat_gap_months,feat_prior_fail_rate_last3,feat_enroll_delta_last3,feat_enroll_slope_last3,feat_phase_prog_last3,feat_gap_mean_last3,feat_intv_diversity_last5,shap_phase_enc,shap_enroll_z,shap_gap_months,shap_prior_fail_rate_last3,shap_enroll_delta_last3,shap_enroll_slope_last3,shap_phase_prog_last3,shap_gap_mean_last3,shap_intv_diversity_last5
Solvay Pharmaceuticals,trial_75705,0.0,-1.1916943,1.5,-1.1314025,0.69650924,0.0,0.09587572,0.14381361,0.033333328,0.72881585,1.0,-0.030468605594534893,-0.02352836714062464,-0.004988361774783518,-0.038017668510781144,-0.0017247490430982852,-0.0028631341321108546,0.002009403380012836,-0.0019224197046257643,-0.005329541454819264
Galapagos NV,trial_29068,0.0,0.08576408,0.1,-0.5047109,1.5014374,0.0,0.037788846,0.08759682,0.0,1.3990418,1.0,0.024887564578704773,0.012237707413078561,0.007495897867733041,-0.026340062348294658,0.0006305704539892369,0.0007536824864429492,0.001220321733281841,0.005162898989695875,-0.0037340126095368764
Novartis Pharmaceuticals,trial_61612,0.0,-0.50765204,1.1,0.5340689,0.09856263,0.0,0.1490872,0.26105005,0.09999999,0.0974675,2.0,-0.011522221771010664,-0.009068814010727183,-0.003206405455318541,-0.028810115412154634,0.0012549342499422619,-0.001948808108205383,0.0011758312672733068,-0.005726654134873116,0.011774704407522223
Boehringer Ingelheim,trial_14037,0.0,-0.5020197,0.5,0.087439895,0.17412731,0.0,-0.057368338,-0.19605541,-0.03333334,0.2036961,1.0,0.00973722440257552,0.003030942770190669,-0.00396361919860444,-0.028513134411832904,-0.00038375348960730085,-0.0010036988228861324,-0.0036201430607680067,-0.0066147570883518265,-0.009485580377760924
Merck Sharp & Dohme LLC,trial_51812,1.0,0.2536658,1.1,0.5184642,0.2365503,0.2,-0.066658184,0.004774737,0.03333333,0.23326488,2.3,-0.003303858719300479,-0.00045387697487404426,-0.004515999678405494,0.035697409995774323,-0.000752605233916519,0.0030897543338900676,0.0006230784567012287,-0.00636303939019818,0.009893208801964648
Centre Leon Berard,trial_18537,0.0,0.76326376,0.8,-0.61613697,3.318275,0.39999998,0.23967986,0.38095087,0.0,3.4617386,2.6,-0.00260095982765779,0.008983610911380552,0.00895684483236931,0.03426736445718642,-0.00010899080663997287,-0.0031406687983670705,0.0016372313925372619,0.019249315372634503,0.0163722949566145
Centre Hospitalier Universitaire de Besancon,trial_18364,1.0,0.1514701,1.5,-0.046352595,3.1112933,0.21666667,-0.034550823,-0.22628088,-0.083333336,3.2646134,1.8,-0.01792850705119781,0.007197203584525224,0.0035483467058961353,0.02048814078650918,-0.0004783455180909374,-0.00167002797899341,-0.0013715121167225332,0.012782678345156114,0.0060106280526524645
BiondVax Pharmaceuticals ltd.,trial_12817,0.0,-0.14774716,0.4,0.18975128,6.4,0.0,-0.024645979,-0.06420611,0.0,4.5174537,0.6,0.021127728024090176,0.004183505619938929,-0.007376779012311574,-0.03063088950687602,0.00042349587632368156,0.0013598180640010875,0.0010434234962641415,-0.011296585308077377,-0.024230672590376343
Eli Lilly and Company,trial_25809,0.0,-0.55595255,0.6,0.39028767,0.21026698,0.0,-0.0022333204,-0.14751549,-0.16666667,0.2184805,1.0,0.011985248555662109,-0.007751122325879758,-0.00372465583131531,-0.03053211110209595,0.00019699629547635292,-0.0012963606354792557,-0.00415990595398295,-0.004075049433924493,-0.009106712993074325
Laboratorios Silanes S.A. de C.V.,trial_44634,1.0,0.58819234,0.2,-0.55107343,8.404107,0.06666667,-0.10888765,-0.1320726,0.033333335,11.035729,1.0,0.01829680475901114,0.009158897616152278,0.006130753807234185,0.01754124625238756,-0.001927731462281064,0.002619850715067408,0.0029794061112549154,0.015443769499138735,-0.006455320574270446
"University of Wisconsin, Madison",trial_89985,0.0,-0.6372463,0.9,-0.9015147,1.6,0.06666667,0.23207891,0.2947644,0.06666666,1.5507187,2.1,-0.0018579078301554544,-0.04721622699377752,-0.002239818489139305,-0.0030938586616709534,-0.0006425605630665897,-0.00985212643626673,-0.0027100510777948576,0.004935683112448466,0.011071010538726115
GlaxoSmithKline,trial_33214,1.0,-0.017071089,1.1,0.50024456,0.24312115,0.033333335,-0.16320597,0.037625886,-0.05,0.22450376,2.4,-0.005996156472087023,-0.0024084385431460643,-0.003511521413664375,0.007885747479185325,-0.0026407163900115495,0.004070143115071962,-0.0011914461732197286,-0.00508121310235997,0.014980751874347331
"National University Hospital, Singapore",trial_58712,0.0,-0.057456356,1.3,0.5829246,7.5006156,0.0,0.05384952,0.11668875,0.016666666,9.02998,2.7,-0.015589504465053325,-0.008168196172665758,0.004493897853477272,-0.02474404849081623,0.0011549539952869523,9.45444910613657e-05,0.0019393207268206085,0.021718494367922815,0.020332771482382668
Shire,trial_74850,0.0,0.10468756,0.9,0.2731865,0.33511296,0.21666667,-0.20411095,-0.31879154,-0.03333334,0.37234774,2.0,-0.0010348280817270273,0.004083864291084881,-0.0028492570902043913,0.01388380186118483,-0.0006808024839687471,0.002039226328636563,0.000305971676265597,-0.0048358586194734736,0.010639016223765792
Sanofi,trial_72425,0.0,-0.67068213,1.9,1.2879512,0.09856263,0.18333334,0.0036426187,-0.025861,0.0,0.114989735,1.5,-0.036508083883149085,-0.03209035558789301,-0.00045697037569662324,0.003059603193001316,-8.303054544007383e-05,-0.0009641089262220019,0.0006222539630863879,-0.004235494689244977,0.004039422663598089
"Islamic Azad University, Sanandaj",trial_40205,0.0,0.27159974,0.5,-0.10283142,9.675565,0.0,-0.066458,-0.066458,0.0,7.8811774,0.7,0.01845803678699303,0.007831609587224295,-0.014639360544958485,-0.02799110439657341,0.00042265765223861533,0.002121511645765439,0.0012125487336123492,0.0030938941469939004,-0.021992897328018443
Chang Gung Memorial Hospital,trial_18871,1.0,-0.33116063,1.1,0.15374169,1.1663244,0.0,0.033805903,0.05687759,0.03333334,1.0360029,2.2,-0.009148914305726067,0.0048253348344865585,0.0027066565552936587,-0.030276082193632526,0.0005205203340989439,0.0014684015529458892,-0.0023338553845314567,-0.00012484032758153832,0.009770247338383341
University of Alabama at Birmingham,trial_84289,0.0,0.56450826,0.9,-0.2944736,2.0731006,0.1,-0.08895962,0.020502914,-0.05,2.1026692,2.4,-0.0016607278415467588,0.013622945528613711,0.007006852193414667,0.02163561643663038,0.0004734144504311591,0.0015610765020304903,-0.0015325930162450958,0.005710633936699125,0.022436291935664484
Hoag Memorial Hospital Presbyterian,trial_35806,1.0,-0.48419166,0.5,-0.8094236,4.1002054,0.0,0.225632,0.22272792,0.0,2.7334702,0.8,0.01713645949942293,-0.012933985495660712,-0.015915562435928236,-0.03798523617047394,-0.0002928998141432674,-0.00142632884251202,0.0013451514487779156,-0.00669263410649674,-0.019119338061718734
Catalysis SL,trial_17465,0.0,0.059313066,1.1,-0.015014416,9.301025,0.0,-0.09065473,-0.07433895,-0.083333336,10.024366,1.4,-0.007738259798323271,0.010797968479027444,0.013295084140375418,-0.03132698592655468,0.0001513543640725929,0.004964983167855408,-0.00019386984000024284,0.013496623038065397,0.0028224451364658306
ViiV Healthcare,trial_91460,0.0,0.29373705,0.4,-0.64793766,0.73264885,0.28333333,0.11766161,0.39663154,-0.03333334,0.9330595,1.0,0.013685599223594181,0.014703528449044106,-0.002647828119511992,0.01728889789712752,0.0010129036275016079,-0.004502517343206939,-0.0016926187844767582,-0.001854590036813587,-0.0053731748504797
Sanofi,trial_72869,0.0,-0.17515017,1.2,0.13005126,0.2036961,0.18333334,0.25712863,0.32619786,0.050000004,0.15277207,1.5,-0.011104780136214685,-0.0010909556738641622,-0.0016052115566197143,0.007892198223606489,0.0017498670498699842,-0.0021141619153819567,-0.004953202681255977,-0.0052250167493921255,0.004271081692393637
Abbott,trial_1208,0.0,-0.57845634,1.5,0.5327736,0.40082136,0.0,-0.12374862,-0.04093822,-0.016666666,0.41724843,1.7,-0.0211244626356347,-7.452237254059156e-05,-0.0037165473840993454,-0.03375420154123946,-0.0007975104503330997,0.0033342576498592,0.000589441627383797,-0.0033385668828520925,0.0019425546739221312
"Bausch Health Americas, Inc.",trial_10201,0.0,-0.43190074,0.2,0.15278292,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.028996639758697713,0.007939341645759252,-0.011403613121587006,-0.03357224019301331,0.0006136995788222981,0.002619661299675205,0.000929694285486983,-0.0065639514762259755,-0.03259428970917361
Merck Sharp & Dohme LLC,trial_50578,0.0,-0.10989176,1.2,0.43252096,0.4731006,0.21666667,0.04468119,-0.11610935,0.016666656,0.43915123,1.8,-0.011736647796758917,-0.007722830083630105,0.0009756560217291611,0.012912374997984515,0.0005259463708235382,-0.002172937528863884,0.0008195941745957613,-0.004202584786522824,0.007215823959311819
Hoffmann-La Roche,trial_36273,0.0,-0.28071368,0.7,0.3011803,0.114989735,0.06666667,0.014652538,-0.14082634,0.01666667,0.114989735,1.2,0.0011385435464035254,-0.006729236057271694,-0.0036955503680890095,0.007618851924416248,-0.0004542948136771218,-0.0059466175125340815,-0.005605529682574209,-0.005201358961688886,-0.003092834533401401
National Institute of Allergy and Infectious Diseases (NIAID),trial_57655,0.0,0.38358396,0.6,-0.24310441,0.45667347,0.2,-0.12090419,-0.27733988,-0.083333336,0.4473648,2.1,0.008565564407428611,0.01117678316926637,-0.0024928806055555,0.02274732204018532,-0.0010597947823558257,-0.000371893747963337,0.0018489926333686666,-0.002378620704498963,0.012062033198468271
Hunter Holmes Mcguire Veteran Affairs Medical Center,trial_37526,0.0,-0.15996388,0.3,-0.11758175,8.5683775,0.0,0.024111867,0.0064371824,-0.1,6.9119782,0.5,0.028969449834432455,0.007296177280096769,-0.02780549361889976,-0.03938483171595505,0.0005404173979781985,0.0016590139583475736,0.00011544943473974229,-0.004257576723684213,-0.03206922731160012
Northwell Health,trial_59704,0.0,1.6472901,0.8,-1.452907,3.7486653,0.7,-0.011411428,0.034234285,0.13333333,3.1014373,2.4,-0.0051440969894465515,0.02419682584859857,0.02964979879490215,0.09957521537716954,-0.0001962595684601452,0.005256712324943717,0.0016706542369162238,0.006633011342386218,0.008227356552364656
Mayo Clinic,trial_47997,0.0,0.58771133,0.4,-0.5394828,0.70308006,0.23333332,-0.07182114,0.0031306266,0.16666667,0.73648185,2.0,0.00455291530903196,0.017614176722627578,0.002098803160885011,0.04203806098942616,-0.0005597188486112936,0.005144957412588275,-0.001389085398434627,-0.0029689938049665176,0.005899190835902119
Children's Oncology Group,trial_19541,0.0,-0.43009883,1.2,0.16736059,0.998768,0.0,-0.063226156,-0.006276965,-0.066666655,0.9357974,2.4,-0.01053643584123347,-0.0050556682281340855,0.003017778460650236,-0.031134810822780606,1.746920208668245e-05,-0.002226619319195559,-0.006651623595560418,-0.0011611983639365736,0.02374083231802797
Celgene,trial_17668,0.0,0.31589437,0.1,-0.6297331,0.6439425,0.1,-0.008195089,-0.015664693,0.0,0.6680356,1.5,0.02361958615190815,0.013265038345800211,-0.0005516517270720157,-0.005279929743603834,0.0007151422862411905,0.00010507780102487208,0.0012676806481181856,-0.004363535298413647,0.005012470876172301
National Human Genome Research Institute (NHGRI),trial_56779,0.0,0.4248077,0.4,-1.0596086,22.620123,0.0,-0.03846244,-0.19548114,0.016666666,25.927994,2.3,0.005783846969457954,0.011966293223154146,0.0004883377052598721,-0.022742812900418886,-0.0013073608169567666,-0.0014915409874959723,0.003134069872797568,0.030651815152853062,0.015748478987210546
"National Heart, Lung, and Blood Institute (NHLBI)",trial_56694,0.0,0.26391345,0.9,-0.23788238,0.57166326,0.18333334,0.15003337,0.33383188,-0.06666667,0.5338809,2.1,0.0013746778186177837,0.008955357336198014,0.0005203149919725686,0.01089284584916132,9.963414369591959e-05,0.001248833823036034,0.00033648956422981276,-0.0031739155690821315,0.01660271627118345
PhaseBio Pharmaceuticals Inc.,trial_68292,0.0,-0.3141321,0.1,-0.015956784,0.69979465,0.0,0.12405491,0.14082587,0.06666667,0.34989733,0.5,0.02654554625894525,0.0039012185440578753,-0.006497038563457662,-0.028788958949432862,0.0010942926476669042,0.0011401420427456844,0.0026586374941391625,-0.007682282485911513,-0.02301768883233308
"Charite University, Berlin, Germany",trial_18930,0.0,-0.085314415,1.4,0.23503649,1.5047228,0.116666675,0.11829927,0.09927081,0.06666666,1.369473,2.1,-0.01953008073699311,-0.0020356693869916682,0.004002513976417909,-0.007113983110005402,0.0005993377425788756,-0.0019617088128200287,-0.00039544675926511794,0.003240220648641758,0.017056695917010076
National Institute of Mental Health (NIMH),trial_58017,1.0,0.5534765,0.5,-0.41614285,2.404928,0.16666667,-0.109418675,-0.19333175,-0.05,2.1634498,1.9,0.010537222545885017,0.006734520853329799,0.007564860269640083,0.029419039216590382,-0.0015424998466562186,-0.001101454943416437,0.0004710637029705714,0.004160090798083675,0.005534776526619679
University of Miami,trial_87060,1.0,-0.46434897,0.8,-0.571667,0.8049281,0.0,0.13926354,0.11370897,0.09999999,0.7726215,2.4,0.006394247331743827,-0.02376231716201128,-0.0015961756147674978,-0.040571161396776446,-0.0009098568117156776,-0.0018120543057811404,0.003444985986985976,-0.001068577206249755,0.02031352487966069
Sanofi,trial_72389,0.0,-1.0825226,1.8,1.300195,0.49609858,0.0,0.016949285,0.050053366,-0.05,0.4659822,1.0,-0.02788348449510522,-0.02714919016025058,-0.000294901800777346,-0.030111869720207803,-0.00028960109064515014,-0.0010415774706787366,0.002272630953941248,-0.0023967375726912216,-0.011281455906806515
"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",trial_42772,1.0,-0.20942979,0.8,0.17095149,0.59466124,0.1,-0.065501876,-0.18386826,-0.016666662,0.6767967,1.0,-0.00026974679779959707,0.002588938527793309,-0.0036217033807777787,-0.005532851877177378,4.8071814104339356e-05,0.002056392491375847,-0.00042403718531172223,-0.0027643112126673076,-0.009075144622765947
UMC Utrecht,trial_81897,0.0,0.72604823,1.7,0.60431296,4.6981516,0.13333334,0.11501,0.23860279,0.0,5.2369604,2.9,-0.024596908326464474,-0.008278828580699196,0.011005088078983644,0.05379865417816256,0.00024235697910698486,0.0013497515324508594,6.879406564232631e-05,0.02461496869497668,0.026006487148813907
"Otsuka Pharmaceutical Co., Ltd.",trial_64544,0.0,-0.15664242,0.4,0.336782,12.502669,0.0,-0.0778166,-0.17763789,-0.083333336,10.167557,0.3,0.025307863329304382,0.004888208453249416,-0.03378823719667404,-0.03509830951652901,0.0005974002839111387,0.0018986325113823563,0.00042666738338096764,0.0043700893471035705,-0.031230556144248117
AstraZeneca,trial_7681,0.0,-0.8231062,1.7,0.92256653,0.20041068,0.1,0.025087755,-0.012777199,0.0,0.20041068,1.0,-0.029980997396982272,-0.023444528937527832,-0.004173432560673774,-0.0038151698130213323,0.0006989190797433951,-0.0004932345620245512,-0.001521752861386539,-0.004553260489268324,-0.00818143882456934
"University Hospital, Ghent",trial_83634,1.0,-0.16763717,0.8,-0.18142334,3.0028749,0.0,-0.03557828,-0.022948911,-0.033333335,3.8143742,1.8,0.0020741742193058606,0.010945104230786732,-0.00026413591955948637,-0.029978215272701454,9.568245398506326e-05,0.0004536765579207918,-0.0012220795536308881,0.002905911543337019,0.008401259663340169
"Eisai Co., Ltd.",trial_24010,0.0,-0.12959298,0.6,0.101644136,4.047639,0.0,0.025343716,0.1346767,-0.03333334,3.1912389,0.5,0.01628649011417292,0.006785421161000528,-0.0026637720910561986,-0.02828665177449553,0.0009277395282382172,0.002151233790515408,-0.0005967477541827988,-0.006865790187286239,-0.0266948682066577
Mayo Clinic,trial_48323,0.0,0.43940702,0.9,-0.3558238,0.35154003,0.2,0.085092545,0.058240823,0.0,0.30335385,2.1,-0.0012589840829896279,0.002362841445435949,-0.0038331432204449256,0.03688005195949134,3.95983706629808e-05,-0.0004753832999192067,0.00011249752708463844,-0.005461161434244195,0.018759695750806715
"Saint Thomas Hospital, Panama",trial_71811,0.0,-0.38687706,0.2,0.022898452,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02675679674989078,0.007531093086316663,-0.009416088260258543,-0.034019219376574386,0.0005361478656393364,0.002292260360789103,0.0010823217526001506,-0.005533687134115334,-0.031730321496375835
University of Washington,trial_89838,0.0,0.42021063,0.6,-0.42279068,0.9002053,0.06666667,-0.028095191,-0.104924,0.06666666,0.7890486,3.0,0.0055457167343702166,0.0087845056107984,0.0026709997108306212,0.01096173462268921,0.0004539739136493402,-0.0014269248631571224,0.0006594317982618287,-0.0025272672372241463,0.023514385307733393
Incyte Corporation,trial_38508,0.0,0.6907551,1.4,-0.060771067,1.3371662,0.5,-0.04166205,-0.046377994,-0.1,1.4762491,1.8,-0.013619292424242304,0.0029834192127790446,-0.0001334077850107588,0.08238641408731291,-0.0009512940352471133,-0.008407737865209038,0.0008599587645404571,0.003393570330265977,0.011792157933865382
Centre Hospitalier Universitaire Dijon,trial_18300,0.0,0.56862247,0.9,-0.20901594,5.000411,0.06666667,-0.10346564,0.013851452,0.16666666,4.4982886,2.7,-0.0005481928379158487,0.005221617158523489,0.0016194130792432405,-0.007761572345957292,-0.001949286913671926,0.0007329555781513009,0.004087498604675306,0.0010949690272468945,0.010975829722810887
Pfizer's Upjohn has merged with Mylan to form Viatris Inc.,trial_67955,0.0,-1.0423051,1.7,0.8969849,0.29568788,0.0,-0.08271227,-0.14553773,-0.06666667,0.31266254,1.0,-0.02824668890304747,-0.01526123486145059,-0.00424017727077959,-0.030929646259211806,-0.0011450798036191467,0.0020113989322714564,-0.004698403239378724,-0.003377037929388483,-0.008288868140749401
University of Chile,trial_85827,0.0,0.78386533,0.1,-0.0433036,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.028733927045250313,0.009798561861778729,-0.010733783479735717,-0.005002460849711422,0.0007173984822969572,0.0022609467787984587,0.0016477680651487813,-0.00517428517854723,-0.02895913141599158
Sanofi,trial_72913,0.0,-0.39028794,1.0,0.1042285,0.44353184,0.1,0.037048914,0.01000959,0.16666667,0.43039018,1.0,-0.011960172231541947,-0.002242010696752226,-0.0027258507183955823,-0.0015506810064477266,-0.000982999071066521,-0.003420331506958544,0.0016122880620479691,-0.00294345710802419,-0.006939752536287415
HRA Pharma,trial_34675,0.0,-0.57499444,0.3,0.20132776,3.3971252,0.0,0.10909066,0.21818133,0.05,1.6985626,0.2,0.02622316801326815,0.0014614253046317262,-0.010534104624788663,-0.03375056865422169,0.00039748393121306414,-0.0003612751965986035,0.0018389166536340936,-0.00980184141064018,-0.03327060988562153
Hanmi Pharmaceutical Company Limited,trial_35143,0.0,0.18860643,0.6,-0.0011819586,0.95605755,0.1,-0.029542664,-0.07204147,-8.940697e-09,0.9746749,1.0,0.006083767465082929,0.009217563978930112,0.0012094736649160324,0.023043613087965032,-0.0004122976812710066,-0.0037898319242325716,0.0014241752497367519,-0.0020965531196939216,-0.005674034237803426
Incyte Corporation,trial_38443,1.0,1.398687,1.1,-0.3702801,1.6558523,0.9,-0.27076966,-0.28489286,-0.08333333,1.3612593,1.0,-0.003382978230365552,0.014253800066554453,0.015603067945810095,0.11944176575573615,7.926610581776007e-05,0.003136383091406151,-0.0005497679103802255,0.000670564237851127,-0.002482377491964144
"Eisai Co., Ltd.",trial_24028,0.0,-0.4414134,0.7,-0.09749273,1.1991787,0.0,0.09046619,0.04513087,-0.03333333,1.3924711,1.0,0.006162974142353051,0.001181836851288988,-0.0018238830794436798,-0.032905188188410685,0.00044665951490688164,-9.40131276564263e-05,-0.002129213248916248,0.002737172346783436,-0.008536250486344215
"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",trial_42865,0.0,0.11459865,0.5,-0.22254157,0.5946612,0.1,-0.22402152,-0.2689163,-0.116666675,0.6099931,1.4,0.015961005451274105,0.011491280564364662,-0.0010557406092012642,-0.009429676489078203,-0.0008433017297404483,0.0019021807129504312,-0.0035539353626446333,-0.003827815048369729,0.004553010660150903
GlaxoSmithKline,trial_32600,0.0,-0.36136666,1.1,0.54254085,0.08870637,0.0,0.034151293,0.0187101,0.05,0.07501711,2.5,-0.01031252091989154,-0.003703178352104316,-0.0028656433809294115,-0.028257619276253542,0.0004148953561138277,0.0013000060193595197,-0.0017289873510999702,-0.004649571804497607,0.022961901029688307
New York State Psychiatric Institute,trial_59262,0.0,-0.013507174,1.1,-0.37783617,1.6,0.1,0.12332554,0.13473609,-0.01666667,1.100616,2.1,-0.010578221111558378,0.006043954748984683,0.01482828267701795,-0.004445988237192671,0.0005049720853772839,-0.0011985189512224003,-0.0032146516210083027,-0.003839029968587715,0.011143957434018376
FHI 360,trial_27256,0.0,-0.12804693,1.1,1.2007313,17.199177,0.1,-0.090443686,-0.0812797,-0.13333334,12.869542,1.5,0.001182489304395857,-0.013294692551417095,0.005920949240979091,-0.013718728710749518,-0.00018567319519382348,0.0026182978543328062,-0.0009778019017814459,-0.004894579207793751,-0.013347770267704617
H. Lee Moffitt Cancer Center and Research Institute,trial_34228,0.0,1.3578317,0.9,-1.2210537,4.8,0.35,-0.15360375,-0.29725397,0.0,4.716222,2.7,-0.0011509264076012189,0.018975333825180487,0.011370003221298698,0.07884843280289336,-0.0004979020237751442,-7.636528240394218e-05,0.0011088182761546136,0.026857945324954967,0.013315206533283344
Fudan University,trial_28589,0.0,-0.06763247,1.4,0.40742317,0.49938402,0.1,0.017679878,0.02114543,0.03333333,0.5163586,2.5,-0.01844993299199268,-0.0026616250873437797,-0.0015668210443647748,-0.00739603871576598,0.0001949077546281504,0.0012806536005304744,0.0019336557906807176,-0.0006887264425323135,0.03206853682878136
"Post Graduate Institute of Medical Education and Research, Chandigarh",trial_68674,0.0,-0.08223644,1.3,0.01844067,3.104723,0.0,0.013869276,-0.02386443,0.033333343,2.988638,3.0,-0.01938854741002433,0.004418076191805091,0.007589565931670386,-0.026978480263111126,0.0006001783256638149,-0.001402002319758781,-0.0038393481081508926,0.011578789595806249,0.03400732427857293
National Institute of Allergy and Infectious Diseases (NIAID),trial_57416,0.0,0.17354096,0.6,0.15005013,0.34496918,0.1,-0.14833902,-0.1760984,-0.083333336,0.26830938,2.6,0.010321365184528985,0.0032121403881103365,-0.001807790877251761,-0.00804232056350703,-0.0004498288073564335,0.0007424840352493746,4.614887130333957e-06,-0.004690487421754344,0.018169167791063957
Pfizer,trial_66748,0.0,0.34915614,0.8,-0.1446612,0.13141684,0.3,0.01638653,0.1540175,0.050000004,0.1084189,1.0,0.0012769946092739694,0.007815132778998743,-0.003105746473612762,0.05475427900174355,-0.001073055201658465,-0.005423947487691742,0.00016283553736241228,-0.007076907384176781,-0.005056488541929866
Bristol-Myers Squibb,trial_15435,0.0,0.31828886,0.8,0.3856164,0.20041068,0.38333333,-0.06771965,-0.06680207,2.9802323e-09,0.16755646,1.4,-0.0014850431625964117,-0.007495052743956125,-0.004698958647111442,0.0633137052705506,-0.00128353660179404,-0.006118419957716012,-0.00362588594795137,-0.007989277918191701,0.0035970110321650274
Turku University Hospital,trial_81359,0.0,-0.18005025,0.6,-0.24031615,17.898973,0.0,0.11418325,0.07216092,-0.05,18.32772,1.7,0.013311658583028477,-0.001442894467252851,-0.012804349674180681,-0.02657914139902983,0.0007946185617734676,-0.0009131279333725253,0.0005444797104539741,0.010471366627963606,-0.007627187962578318
Boehringer Ingelheim,trial_14127,1.0,-0.17046244,0.9,0.27859575,0.085420944,0.2,-0.03725618,-0.055223584,-0.1,0.08542095,1.0,-0.003667194236302749,-0.004086873599029329,-0.003923636675138651,0.012083455821582044,2.265217984115334e-05,-0.00043562687205936905,-0.0015483967682598007,-0.009269540979755752,-0.0058819391053912115
Bausch & Lomb Incorporated,trial_10141,0.0,-0.6278797,1.4,0.87154996,1.5014373,0.0,0.036048234,0.020447323,0.13333333,1.5359342,1.5,-0.022028272043564355,-0.014860742608882737,9.455615298709346e-06,-0.02562719053997705,0.00033286260613363993,0.001606094880733234,0.0026326473801177486,0.0013176698845223669,0.005572161431919085
IRCCS San Raffaele,trial_37805,1.0,0.5110104,1.5,0.005011463,4.3039017,0.28333333,0.10455841,0.15603873,0.1,4.6390142,2.4,-0.018795831688519685,0.005527912171652461,0.0029660000163476445,0.03848211955933293,0.0009488212103484972,0.0014353939646739272,0.0006282890216162269,0.015058338740790309,0.010879742192555568
The University of Queensland,trial_80267,0.0,-0.36899993,0.4,0.15053387,2.6020534,0.0,-0.0036507163,-0.0073014325,0.0,1.3010267,0.2,0.024469758406688923,0.004828128723866116,-0.010102610823462529,-0.034358486129672086,0.0006971815788068291,0.0018546084505770186,0.0015129222299281,-0.010166356217126256,-0.03268395639104711
Bristol-Myers Squibb,trial_16037,1.0,0.0903599,0.8,0.07937776,0.18398358,0.18333334,0.23584068,0.43988475,5.9604646e-09,0.17303216,2.2,0.002860603097651619,0.0011317109417797238,-0.0018390089836828574,0.005787023896075992,0.00022377183946202859,-0.0037652181996707937,0.0005222819996538021,-0.004793479016094715,0.0153472343244066
"Esperion Therapeutics, Inc.",trial_26628,0.0,-0.68829083,1.7,1.2970862,4.0246406,0.0,0.032201048,0.15737328,0.05,5.07269,1.9,-0.02499651244940469,-0.02619599360007164,0.005639347687837139,-0.028999637973790165,1.2010662261395868e-05,0.0029657099004400593,0.0004607499724640461,-0.003437131461485854,0.01279517116791976
Actelion,trial_2146,0.0,0.34367308,1.1,0.001377505,2.2340863,0.2,0.12046335,0.16022749,-0.049999986,2.3216975,1.3,-0.012007639033021406,-0.0034895255252641614,0.004043900174748908,0.0401870415297927,0.0005631138745469573,-0.0032783688407621884,-0.0008913359134725809,0.0068760169456434424,0.003144142457691487
"Dong-A ST Co., Ltd.",trial_22722,0.0,-0.3362875,0.9,-0.1839226,6.0944557,0.0,0.030841697,-0.15735625,0.033333346,6.3277206,0.9,-0.007069101803121157,0.00635024168240834,0.002861528360838729,-0.033989983552787026,0.0012770234992389256,4.876604049895991e-05,0.0026145795199562787,0.004433775365492361,-0.010966752487613122
Meda Pharmaceuticals,trial_48784,0.0,-1.0767615,2.0,1.5265331,2.2997947,0.0,-0.007654394,-0.018959826,0.0,2.1431894,1.0,-0.03662806959915178,-0.03455140198756161,0.006623940078707096,-0.03021860007710418,0.00044948668284547886,0.002040571507716143,0.0012644052077112186,-0.0005490668642058204,-0.008578156681382097
Celgene,trial_17803,1.0,0.198656,0.9,0.48148137,0.6702259,0.3,-0.04691364,0.053392608,0.03333333,0.5820671,2.1,-0.0032236926942423457,-0.006004333244171459,0.0032554245455398076,0.015941050957511617,-0.0003451849426644927,0.0009067150772558681,0.00023982662556606667,-0.003127670079168835,0.01276712958450662
McMaster University,trial_48453,0.0,0.18393598,1.4,0.13066697,2.8648868,0.2,0.06790166,0.05321744,-0.13333334,2.6091716,2.2,-0.016109396785788703,-0.005270431123553475,0.010838868788650266,0.018898886275595075,0.00029807605278502606,-0.0016494708718083118,-0.0011853747406508428,0.0037667022675072826,0.017297730315931403
Vertex Pharmaceuticals Incorporated,trial_91154,0.0,-0.17451584,1.0,0.33434218,2.8057494,0.1,0.055114947,0.020137757,0.1,2.4229977,1.2,-0.00555606531072408,-0.009588316109660959,0.015863735418781715,-0.0008322265613396801,-0.0005088986726512485,-0.006024487321496184,-0.002334953613101554,-0.0006669785938726795,-0.0010813432567374544
Mirati Therapeutics Inc.,trial_52505,0.0,0.30634716,0.8,0.31148785,7.645175,0.21666667,-0.05137977,-0.017756324,-0.1,8.823545,1.5,0.005754785071650985,-0.0004006936430423644,6.249037757754027e-05,0.008881435283520077,0.0002043447626402314,0.00407381390372237,-0.0012625480694027074,0.01788553823731582,0.0029587699545518265
